2.120000002734903632e-01,4.050427654716620287e-08,3.999470697849067837e-06
2.119999996037807977e-01,-6.275801586769593222e-08,-5.525458983604637367e-06
2.119999645793018139e-01,-1.030773633976349369e-06,-1.903311550523078573e-05
2.119999354552526416e-01,-5.405271661759099232e-07,7.908428231063615541e-06
2.119987679237058664e-01,-1.537528748075254589e-05,-1.256957505956855358e-04
2.119957415187029015e-01,-4.039219414224297421e-05,-2.209107562684844387e-04
2.119902573199669016e-01,-7.014156178539995628e-05,-2.545715752723053636e-04
2.119744251012282699e-01,-1.552602057002763661e-04,-5.000702733832930284e-04
2.119415905685066437e-01,-3.075584461154087595e-04,-8.660105427938306726e-04
2.118875385056057381e-01,-5.111592616549900632e-04,-1.193644642411022597e-03
2.117664049405304227e-01,-9.674699416574101315e-04,-2.152028682751702671e-03
2.115791266053306530e-01,-1.571862441161538332e-03,-3.126898142916023551e-03
2.113294568275878860e-01,-2.245895411088588006e-03,-3.857167013385660956e-03
2.109143410784602157e-01,-3.326847154962044896e-03,-5.211596607610403595e-03
2.102960660123723291e-01,-4.815089049233763595e-03,-6.952295195686873652e-03
2.093776042370384116e-01,-6.910552968364029082e-03,-9.398846336354283598e-03
2.080767963749706462e-01,-9.700066195876185307e-03,-1.244469693251430177e-02
2.064515049113876954e-01,-1.281254700934980964e-02,-1.519106420339469930e-02
2.041227206169264896e-01,-1.721054258587655095e-02,-1.951568523250498538e-02
2.011334889533888393e-01,-2.244403506098581469e-02,-2.408930669281780443e-02
1.974964566772637597e-01,-2.838035839448529649e-02,-2.875756807914638807e-02
1.929068758646816928e-01,-3.555173320880398308e-02,-3.431868779280296267e-02
1.874464401657493784e-01,-4.363206603117152776e-02,-4.033276654065360428e-02
1.811492563868371264e-01,-5.232487995470053860e-02,-4.612252254436653015e-02
1.741842090184229919e-01,-6.119249706447181525e-02,-5.126346870700006914e-02
1.666805566488946400e-01,-7.015324450575821658e-02,-5.603722783969772303e-02
1.583276066525621806e-01,-7.968457014861909937e-02,-6.102682205927042330e-02
1.495067873305901129e-01,-8.907821499407721222e-02,-6.545421396942965875e-02
1.399942389102142581e-01,-9.865568803402720299e-02,-6.977759217572053474e-02
1.317394039978054543e-01,-1.056578341040695784e-01,-7.133221514418598697e-02
1.230401129620257716e-01,-1.126189567870891917e-01,-7.300055340252334379e-02
1.149809725915637293e-01,-1.183976525850271300e-01,-7.384374793278859761e-02
1.076184202008944879e-01,-1.225792297411612275e-01,-7.318881774273280905e-02
1.013379791796311380e-01,-1.248026062763800820e-01,-7.092086324409126175e-02
9.516045691719683675e-02,-1.269220332742249935e-01,-6.905234042248711845e-02
9.011197266438494835e-02,-1.274653516677594911e-01,-6.644693441120337607e-02
8.519366330455578618e-02,-1.273224138963967023e-01,-6.295799447089016343e-02
8.148213671232669431e-02,-1.258881412348584472e-01,-5.914054916718922139e-02
7.814015695276993467e-02,-1.241822190083021749e-01,-5.564048687664239351e-02
7.497308745337984137e-02,-1.223550893243946919e-01,-5.249197408886670940e-02
7.273533491411424134e-02,-1.193516254297364992e-01,-4.849603792908789568e-02
7.007612698660826978e-02,-1.177201555272647387e-01,-4.696249332266271698e-02
6.838016812981259629e-02,-1.141921857997479223e-01,-4.290084297704780530e-02
6.709437898593913208e-02,-1.102202743207632701e-01,-3.873514353094664742e-02
6.707650434626678815e-02,-1.047020151123922715e-01,-3.349902600770619798e-02
6.687151284202211277e-02,-9.973594096489846184e-02,-2.913492932759924325e-02
6.728500924810816575e-02,-9.408168817757456281e-02,-2.450633892448255205e-02
6.762659014008443048e-02,-8.867096911732302855e-02,-2.023231136219191123e-02
6.794329434824847302e-02,-8.362918699505320075e-02,-1.666260710112766816e-02
6.905050567008708118e-02,-7.730557913984086038e-02,-1.184109954119692137e-02
6.998707409181552375e-02,-7.156896520689144670e-02,-7.888402432643732559e-03
7.159084449989194798e-02,-6.554945529187136688e-02,-4.227494418862731002e-03
