1.008900000000000075e-02,2.999999999999999889e-02,-2.999999999999999889e-02,1.070000000000000062e+00,3.800000000000000000e+01
1.049300000000000059e-02,2.000000000000000042e-02,-2.999999999999999889e-02,1.050000000000000044e+00,3.400000000000000000e+01
3.033299999999999885e-02,2.999999999999999889e-02,-2.000000000000000042e-02,1.070000000000000062e+00,3.600000000000000000e+01
3.129300000000000137e-02,2.999999999999999889e-02,-2.000000000000000042e-02,1.050000000000000044e+00,3.800000000000000000e+01
3.148900000000000310e-02,4.000000000000000083e-02,-1.000000000000000021e-02,1.050000000000000044e+00,3.900000000000000000e+01
3.162500000000000033e-02,2.999999999999999889e-02,-1.000000000000000021e-02,1.050000000000000044e+00,3.500000000000000000e+01
3.219700000000000339e-02,2.999999999999999889e-02,-2.999999999999999889e-02,1.080000000000000071e+00,3.500000000000000000e+01
3.087099999999999914e-02,2.999999999999999889e-02,-1.000000000000000021e-02,1.070000000000000062e+00,3.700000000000000000e+01
3.156799999999999884e-02,4.000000000000000083e-02,-2.999999999999999889e-02,1.070000000000000062e+00,3.800000000000000000e+01
3.176699999999999663e-02,4.000000000000000083e-02,-1.000000000000000021e-02,1.060000000000000053e+00,3.600000000000000000e+01
3.172300000000000120e-02,2.999999999999999889e-02,-1.000000000000000021e-02,1.070000000000000062e+00,3.400000000000000000e+01
3.118500000000000091e-02,4.000000000000000083e-02,-4.000000000000000083e-02,1.120000000000000107e+00,3.600000000000000000e+01
3.118800000000000044e-02,4.000000000000000083e-02,-2.999999999999999889e-02,1.070000000000000062e+00,3.500000000000000000e+01
3.171299999999999814e-02,5.000000000000000278e-02,2.000000000000000042e-02,1.070000000000000062e+00,3.400000000000000000e+01
3.141499999999999848e-02,2.999999999999999889e-02,-2.000000000000000042e-02,1.070000000000000062e+00,3.600000000000000000e+01
3.174500000000000238e-02,1.000000000000000021e-02,-4.000000000000000083e-02,1.060000000000000053e+00,3.700000000000000000e+01
3.141900000000000248e-02,2.999999999999999889e-02,-5.000000000000000278e-02,1.070000000000000062e+00,3.700000000000000000e+01
3.114099999999999854e-02,2.999999999999999889e-02,4.000000000000000083e-02,1.060000000000000053e+00,3.800000000000000000e+01
3.184900000000000231e-02,7.000000000000000666e-02,4.000000000000000083e-02,1.080000000000000071e+00,3.800000000000000000e+01
3.143300000000000261e-02,2.999999999999999889e-02,-5.000000000000000278e-02,1.090000000000000080e+00,3.600000000000000000e+01
3.186800000000000049e-02,4.000000000000000083e-02,-4.000000000000000083e-02,1.040000000000000036e+00,3.800000000000000000e+01
3.136099999999999999e-02,-0.000000000000000000e+00,-1.400000000000000133e-01,1.169999999999999929e+00,3.800000000000000000e+01
3.161800000000000027e-02,2.999999999999999889e-02,-1.000000000000000021e-02,1.219999999999999973e+00,3.900000000000000000e+01
