1.012900000000000085e-02,-2.000000000000000042e-02,0.000000000000000000e+00,1.080000000000000071e+00,1.130000000000000000e+02
1.317300000000000068e-02,-2.000000000000000042e-02,1.000000000000000021e-02,1.050000000000000044e+00,1.140000000000000000e+02
3.183099999999999818e-02,-2.000000000000000042e-02,5.999999999999999778e-02,1.060000000000000053e+00,1.080000000000000000e+02
3.134300000000000280e-02,-2.000000000000000042e-02,0.000000000000000000e+00,1.070000000000000062e+00,1.110000000000000000e+02
3.183500000000000218e-02,-2.999999999999999889e-02,0.000000000000000000e+00,1.050000000000000044e+00,1.150000000000000000e+02
3.141300000000000342e-02,-2.999999999999999889e-02,2.000000000000000042e-02,1.060000000000000053e+00,1.120000000000000000e+02
3.133799999999999780e-02,-2.999999999999999889e-02,-0.000000000000000000e+00,1.070000000000000062e+00,1.080000000000000000e+02
3.178399999999999975e-02,-2.000000000000000042e-02,-0.000000000000000000e+00,1.060000000000000053e+00,1.130000000000000000e+02
3.126000000000000306e-02,-1.000000000000000021e-02,0.000000000000000000e+00,1.060000000000000053e+00,1.130000000000000000e+02
3.164700000000000152e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.070000000000000062e+00,1.120000000000000000e+02
3.124599999999999947e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.050000000000000044e+00,1.110000000000000000e+02
3.169799999999999701e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.060000000000000053e+00,1.120000000000000000e+02
3.108299999999999952e-02,-2.999999999999999889e-02,0.000000000000000000e+00,1.080000000000000071e+00,1.120000000000000000e+02
3.142899999999999860e-02,-2.000000000000000042e-02,0.000000000000000000e+00,1.070000000000000062e+00,1.100000000000000000e+02
3.171800000000000314e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.070000000000000062e+00,1.100000000000000000e+02
3.178999999999999881e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.060000000000000053e+00,1.130000000000000000e+02
3.104600000000000068e-02,-2.999999999999999889e-02,-1.000000000000000021e-02,1.060000000000000053e+00,1.090000000000000000e+02
3.159599999999999909e-02,-2.999999999999999889e-02,-0.000000000000000000e+00,1.080000000000000071e+00,1.110000000000000000e+02
3.159599999999999909e-02,-4.000000000000000083e-02,1.000000000000000021e-02,1.050000000000000044e+00,1.140000000000000000e+02
3.199599999999999667e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.060000000000000053e+00,1.110000000000000000e+02
3.117800000000000085e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.070000000000000062e+00,1.100000000000000000e+02
3.120300000000000157e-02,-2.000000000000000042e-02,0.000000000000000000e+00,1.060000000000000053e+00,1.090000000000000000e+02
3.136699999999999905e-02,-1.000000000000000021e-02,-2.999999999999999889e-02,1.050000000000000044e+00,1.130000000000000000e+02
3.148700000000000110e-02,-0.000000000000000000e+00,-1.000000000000000021e-02,1.060000000000000053e+00,1.110000000000000000e+02
3.192299999999999999e-02,-2.000000000000000042e-02,2.000000000000000042e-02,1.070000000000000062e+00,1.120000000000000000e+02
3.125599999999999906e-02,-1.000000000000000021e-02,1.000000000000000021e-02,1.070000000000000062e+00,1.130000000000000000e+02
