1.464386197755677799e+00,3.076096203854245537e-01,5.542605523303403836e-02
4.171305000839800048e-01,3.136559147109040102e-02,1.813180395654885937e-02
4.140282254691775021e-01,-9.174437875653167207e-02,-4.702170545213111424e-02
2.371097060568297110e-01,-2.117876198389626818e+00,-1.080040910668012000e+00
1.675572116932821654e-01,-2.121451542318597117e+00,-1.054623994989370761e+00
3.829935627634000195e-01,-2.210797414964498220e-01,-1.007709852295471942e-01
4.209952694499769499e-01,3.473501620226371323e-02,2.450205165310281874e-02
5.313635401097741573e-01,5.717365101504583436e-01,2.799046322378370144e-01
4.233644233982372662e-01,3.074246974021721535e-02,1.959469824155260498e-02
3.122494030200194670e-01,-4.118273138456374216e-01,-1.912666676848250591e-01
2.796266542357577212e-01,-4.872261303978416835e-01,-2.267958033952884866e-01
3.106586190269360337e-01,-3.438224345346130306e-01,-1.576310988298241234e-01
4.282664146320651621e-01,4.573583960684629579e-02,3.649348318156914184e-02
4.125488306860510268e-01,-1.029797341253628484e-03,1.226765495354546071e-02
4.519197669188823041e-01,1.057242039527607758e-01,6.956674274464012819e-02
4.376553553776784122e-01,6.304287961421657649e-02,4.568057176004607783e-02
3.611459578033289208e-01,-1.304298585102843522e-01,-7.179648217403977739e-02
3.874116215866535984e-01,-6.228482507596505569e-02,-3.059767719095350669e-02
4.289515674342375684e-01,3.805265125595753972e-02,3.778418110710110578e-02
3.882150057040261171e-01,-5.361076322391106902e-02,-2.881864541254971351e-02
3.787226965837423021e-01,-7.379339422021395645e-02,-4.691530251259186379e-02
4.113054136442337305e-01,-6.185755712810742102e-04,1.210399738985962897e-02
4.016566803555199905e-01,-2.117463334681492226e-02,-7.039838028167546072e-03
3.901708941604937753e-01,-4.704924266952727197e-02,-3.356062826530775006e-02
4.150648765604529333e-01,5.892635696672671175e-03,1.582656292546805524e-02
4.149977020757503743e-01,5.535654991129002750e-03,1.416624474009669024e-02
4.053331302781919554e-01,-1.563736877984293200e-02,-9.345733811813696293e-03
4.124233858948891385e-01,9.299221180606043885e-04,8.903487075211569471e-03
4.084872198541763533e-01,-8.358373401848707626e-03,-2.905686812885256709e-03
3.992417267437762263e-01,-2.969540096525496303e-02,-2.838044737969106293e-02
4.063969397010557261e-01,-1.339184984130972582e-02,-8.983063383142628200e-03
4.056485265390398220e-01,-1.509676792802853822e-02,-1.129111911742364596e-02
4.014574483010338035e-01,-2.588874034513465733e-02,-2.512617009314459249e-02
4.075984015696956786e-01,-1.119926963148278401e-02,-6.751196814629097792e-03
4.090160222199587525e-01,-7.952372480141340835e-03,-3.134323224669101522e-03
4.057928326705114164e-01,-1.629569427373606105e-02,-1.407123352915005260e-02
4.085978192109251395e-01,-9.380999109621734541e-03,-5.382967161145659971e-03
4.073018379665725441e-01,-1.360658514405310021e-02,-1.135988705395350740e-02
4.036300759585355058e-01,-2.331136055159675410e-02,-2.351591141750612041e-02
4.089941253249708142e-01,-1.198939774038546360e-02,-1.004203206439072127e-02
4.102559264221948276e-01,-1.018902157470084717e-02,-8.415795396503880296e-03
4.089327355473006409e-01,-1.470302987847255799e-02,-1.441770804944955686e-02
4.130603783290366371e-01,-3.816325992047652979e-03,-5.776178300134666987e-04
4.124888892587751377e-01,-5.068949667334545807e-03,-2.230167238083727126e-03
4.091471946023864104e-01,-1.355207031276760461e-02,-1.261745175869664545e-02
4.109319651901011117e-01,-9.309394152305600773e-03,-7.369112547100214669e-03
4.088350864229325365e-01,-1.404604665594945054e-02,-1.269946261322457692e-02
4.060064890396397064e-01,-2.015879528660895550e-02,-1.923325393292515603e-02
4.092750283516252141e-01,-1.303715099124679207e-02,-1.083404159175949469e-02
4.084030357437912762e-01,-1.521933006875609423e-02,-1.325853912662688233e-02
4.093918692459736497e-01,-1.358075648500128678e-02,-1.148933327864917926e-02
4.116315195162950080e-01,-6.841525080076483849e-03,-2.891611746458397358e-03
4.116493680241737341e-01,-8.062526129437776884e-03,-5.109181745387847765e-03
4.106147752249055261e-01,-1.102921051264036528e-02,-8.825208008149097033e-03
4.101190560325949086e-01,-1.218656153865357167e-02,-1.005499590824488268e-02
4.094898286303062518e-01,-1.346771283266844609e-02,-1.129354550319827503e-02
4.093654345695066921e-01,-1.420349858456521411e-02,-1.219810603004911967e-02
4.107585682175005637e-01,-1.027624881156609035e-02,-7.220073209368355581e-03
4.103685440585717603e-01,-1.003919388581877084e-02,-6.405827999915549020e-03
4.113977857950640304e-01,-7.682699914817326357e-03,-3.847529537828613382e-03
4.125467835853565135e-01,-4.618405869114930104e-03,-3.503827996995628573e-04
4.109458731417198196e-01,-8.655492946103064689e-03,-5.405840054554333571e-03
4.091693809985796904e-01,-1.227075453416080417e-02,-9.358953996521413715e-03
4.102634252067994258e-01,-1.048129337751074926e-02,-7.672212700160803769e-03
4.091004456622157615e-01,-1.343840450672655756e-02,-1.118825152807610343e-02
4.103765205150040063e-01,-1.089826932762444529e-02,-8.372317362471539542e-03
4.127289315339024989e-01,-6.080408414288791460e-03,-3.154964478032364246e-03
4.155076153789330484e-01,3.105667348379699544e-04,4.006870631734757437e-03
4.166053766673093461e-01,2.587507460833990934e-03,6.086482336823954842e-03
4.165930724189321754e-01,2.503700405748418133e-03,5.534965399667851095e-03
4.146268548770966067e-01,-1.368313531749361031e-03,1.049863090944339571e-03
4.133052396885144031e-01,-3.980461816337449270e-03,-1.942951117987987922e-03
4.133492997098767163e-01,-4.014108892599883502e-03,-2.157620935945053515e-03
4.128789177733708238e-01,-4.590096543041394077e-03,-2.639098812640258349e-03
4.139994244250914113e-01,-1.786982499384863216e-03,6.379510294710162219e-04
4.162694726758850439e-01,2.198968321563131521e-03,4.386547045404857147e-03
4.172672091556441920e-01,3.668067533293572179e-03,5.363221312663603822e-03
4.197762516632330132e-01,8.372706112330903852e-03,9.966274200352731594e-03
4.191022971028540156e-01,6.880772963413980814e-03,7.871275335458022965e-03
4.181786244345829240e-01,5.114284424696036342e-03,5.718569868055963651e-03
4.170204824929372722e-01,3.103672672878077070e-03,3.525892665416831100e-03
4.167809759985976470e-01,2.047081219854993660e-03,1.901877668387828325e-03
4.171102205252511519e-01,2.126325900242495223e-03,1.595141995539165868e-03
4.182244242377685661e-01,4.132396870157294295e-03,3.629048665340201506e-03
4.177035071714366721e-01,3.871812371065858679e-03,3.758923259270150440e-03
4.160120691027693329e-01,-4.271899250938389000e-04,-1.548700992162345847e-03
4.151688821305805632e-01,-1.581365850489710716e-03,-2.346828648141626762e-03
4.148155752954196251e-01,-3.347550024983839134e-03,-4.779891972004205077e-03
4.136464234112662841e-01,-5.972230333884928632e-03,-7.551627107698365843e-03
4.137304318678675097e-01,-5.002610001041076296e-03,-5.684520824321102027e-03
4.135443996389344123e-01,-5.415986916989843671e-03,-5.946196218502924034e-03
4.141119138633435615e-01,-5.046018628997108076e-03,-5.800148952233913011e-03
4.141917153974893906e-01,-4.043115132115538898e-03,-3.988575107140838148e-03
